loan_id,customer_id,branch_id,loan_type,loan_amount,interest_rate,term_months,start_date,loan_status
L01025,C00836,B00701,Auto Loan,4769938.78,15.07,120,2023-11-06,Active
L01026,C04894,B00901,Auto Loan,1924240.81,11.74,48,2024-08-25,Active
L01027,C04102,B00301,Personal Loan,4692935.4,13.89,48,2024-02-03,Active
L01028,C03307,B01001,Education Loan,1519115.88,7.62,120,2025-03-23,Overdue
L01029,C03823,B00301,Personal Loan,407189.21,14.9,48,2025-03-03,Active
L01030,C04086,B00601,Business Loan,3357098.04,9.06,60,2025-02-16,Closed
L01031,C03491,B00801,Education Loan,2676466.93,8.14,84,2025-06-04,Active
L01032,C03844,B00801,Home Loan,77579.74,14.95,12,2024-07-02,Active
L01033,C03083,B00401,Auto Loan,514949.81,14.4,12,2024-03-16,Overdue
L01034,C02578,B00401,Business Loan,1558078.51,8.54,12,2024-05-22,Active
L01035,C02986,B00601,Education Loan,2726266.41,11.35,24,2025-07-06,Active
L01036,C03089,B00901,Home Loan,1607230.39,15.44,12,2024-06-06,Overdue
L01037,C00786,B00501,Auto Loan,1988465.05,8.18,84,2023-10-29,Closed
L01038,C04769,B00201,Personal Loan,694292.31,12.09,84,2025-08-05,Active
L01039,C02372,B01001,Business Loan,1168104.16,15.19,24,2025-04-02,Active
L01040,C03483,B00401,Education Loan,4059829.61,8.78,12,2025-07-09,Closed
L01041,C03919,B00501,Auto Loan,1535972.69,12.93,180,2023-12-26,Active
L01042,C01559,B00101,Business Loan,4362586.74,7.62,180,2025-06-15,Active
L01043,C03565,B00801,Personal Loan,159011.76,12.81,180,2024-09-21,Active
L01044,C02005,B00401,Personal Loan,3272779.98,14.63,48,2025-04-23,Closed
L01045,C00487,B00701,Education Loan,883624.71,10.83,120,2025-08-26,Overdue
L01046,C01248,B00201,Personal Loan,3809646.0,8.61,48,2024-01-11,Active
L01047,C00070,B00901,Business Loan,1199972.0,10.49,48,2023-12-26,Closed
L01048,C01739,B00301,Auto Loan,298804.1,9.33,84,2023-12-26,Active
L01049,C00146,B00301,Auto Loan,104269.98,14.48,60,2025-08-13,Active
L01050,C04271,B00301,Personal Loan,1750432.1,9.51,60,2023-10-07,Active
L01051,C03944,B00701,Home Loan,2116108.81,9.97,36,2023-07-22,Active
L01052,C03836,B00501,Business Loan,4613225.3,13.69,12,2024-07-31,Active
L01053,C04961,B00201,Home Loan,4219431.86,8.86,48,2023-10-30,Active
L01054,C00155,B01001,Auto Loan,804613.47,14.75,12,2023-08-05,Active
L01055,C02830,B00701,Education Loan,2688405.31,8.74,36,2024-01-10,Closed
L01056,C01711,B00601,Education Loan,4411088.28,10.07,180,2024-01-07,Active
L01057,C04128,B00701,Education Loan,292333.24,15.49,60,2023-10-30,Closed
L01058,C02189,B00801,Home Loan,284810.41,11.03,84,2025-01-18,Closed
L01059,C02540,B00901,Education Loan,1958233.04,9.53,24,2025-03-02,Closed
L01060,C02976,B00901,Education Loan,1498315.89,12.71,60,2024-06-01,Overdue
L01061,C00730,B01001,Education Loan,4760377.64,10.24,60,2023-10-02,Overdue
L01062,C00728,B00601,Personal Loan,566426.57,9.94,12,2024-04-29,Active
L01063,C04623,B00201,Business Loan,94499.35,12.55,24,2023-01-14,Active
L01064,C00621,B00401,Business Loan,925152.75,12.53,180,2024-03-11,Active
L01065,C01116,B00401,Auto Loan,1878495.28,12.48,60,2025-07-22,Active
L01066,C04324,B00301,Business Loan,1463680.6,15.05,84,2025-04-12,Active
L01067,C00565,B00401,Personal Loan,4074989.31,10.45,12,2023-11-22,Overdue
L01068,C03963,B00101,Personal Loan,389005.14,8.01,48,2025-09-03,Active
L01069,C00717,B00101,Home Loan,2949109.77,12.75,84,2023-02-03,Active
L01070,C03196,B00401,Education Loan,1497505.2,8.56,60,2023-10-11,Closed
L01071,C01022,B01001,Education Loan,3844379.6,13.98,84,2023-08-31,Overdue
L01072,C02534,B01001,Business Loan,2651126.55,10.88,36,2025-06-10,Active
L01073,C04324,B01001,Education Loan,3739831.94,10.71,60,2024-10-23,Active
L01074,C04350,B01001,Business Loan,304274.29,14.79,48,2025-04-23,Active
L01075,C04612,B00901,Auto Loan,2501544.25,12.42,24,2024-09-28,Closed
L01076,C02559,B00201,Business Loan,3994410.95,10.17,36,2023-11-09,Active
L01077,C02049,B00901,Education Loan,4852478.27,14.94,12,2023-04-21,Active
L01078,C00893,B00401,Business Loan,4432294.2,11.2,12,2024-01-30,Active
L01079,C02865,B00601,Personal Loan,2695518.5,9.56,24,2024-11-20,Active
L01080,C02845,B00501,Personal Loan,2235403.23,8.51,48,2024-02-26,Closed
L01081,C00578,B00201,Business Loan,1101755.31,10.5,12,2024-06-19,Overdue
L01082,C01495,B00301,Business Loan,4438122.9,15.2,24,2025-09-23,Active
L01083,C04137,B00601,Personal Loan,2844527.95,14.38,180,2024-04-21,Active
L01084,C00596,B01001,Auto Loan,3318347.64,13.03,84,2025-03-06,Active
L01085,C03996,B00901,Home Loan,1374993.7,7.69,84,2025-02-22,Overdue
L01086,C03834,B00101,Business Loan,1996097.99,9.92,36,2025-09-25,Active
L01087,C00744,B00901,Personal Loan,3961694.44,13.34,48,2023-06-07,Overdue
L01088,C04515,B00801,Business Loan,2877178.98,10.62,180,2024-04-22,Overdue
L01089,C01233,B00801,Home Loan,579973.07,15.01,180,2023-12-19,Closed
L01090,C03970,B00301,Home Loan,69012.83,12.24,180,2024-04-12,Active
L01091,C00068,B00801,Personal Loan,731143.77,13.89,84,2023-11-01,Active
L01092,C01884,B00301,Auto Loan,3996122.69,11.85,84,2024-07-22,Active
L01093,C00741,B00501,Business Loan,659244.08,9.46,36,2024-10-23,Active
L01094,C03461,B00801,Home Loan,91690.34,9.41,24,2024-01-15,Overdue
L01095,C04918,B00701,Education Loan,4328105.89,10.13,84,2023-03-19,Overdue
L01096,C01363,B00601,Auto Loan,3204286.9,9.17,120,2023-04-16,Active
L01097,C03517,B00401,Personal Loan,2037291.43,13.12,48,2023-02-03,Closed
L01098,C01546,B00301,Business Loan,4594922.72,10.49,180,2024-11-17,Closed
L01099,C00538,B00901,Home Loan,2616662.57,12.56,12,2023-02-14,Active
L01100,C01115,B00201,Education Loan,547683.53,11.25,120,2025-01-16,Overdue
L01101,C02654,B00301,Education Loan,952155.96,10.17,60,2024-06-08,Active
L01102,C00993,B00801,Business Loan,1089249.83,11.42,12,2025-06-23,Active
L01103,C01871,B01001,Business Loan,4690781.36,12.03,36,2024-09-18,Active
L01104,C02426,B00201,Home Loan,4446630.14,8.75,24,2024-11-29,Overdue
L01105,C04429,B00401,Personal Loan,225551.89,14.28,24,2023-04-29,Overdue
L01106,C02821,B00701,Education Loan,1070231.7,9.8,180,2024-08-06,Active
L01107,C04005,B00101,Personal Loan,483085.2,13.77,180,2024-04-27,Overdue
L01108,C00604,B00401,Business Loan,1451490.05,14.11,120,2023-05-21,Overdue
L01109,C01339,B00101,Auto Loan,1722038.45,11.74,48,2023-07-03,Closed
L01110,C03395,B00501,Personal Loan,2335804.66,10.52,12,2024-11-29,Overdue
L01111,C00446,B00301,Business Loan,3240381.21,8.28,24,2025-01-21,Closed
L01112,C03752,B00601,Education Loan,682758.88,9.19,36,2024-03-19,Active
L01113,C01888,B01001,Business Loan,1660355.8,11.6,120,2024-01-05,Overdue
L01114,C04099,B00201,Auto Loan,2903511.19,13.6,120,2025-04-18,Closed
L01115,C00741,B00501,Personal Loan,2454579.74,9.89,48,2023-07-31,Active
L01116,C02205,B00801,Education Loan,3954649.85,9.5,36,2024-06-08,Active
L01117,C01457,B00801,Home Loan,488519.04,15.4,84,2025-01-16,Active
L01118,C04603,B00101,Personal Loan,757915.3,10.55,180,2023-07-04,Active
L01119,C00752,B00701,Personal Loan,544264.62,9.17,12,2023-03-02,Active
L01120,C00519,B00101,Personal Loan,3170958.29,8.94,48,2025-08-04,Closed
L01121,C01212,B00101,Home Loan,1192460.28,11.05,180,2024-10-06,Active
L01122,C00965,B00401,Business Loan,918827.24,10.91,180,2025-01-07,Closed
L01123,C02884,B00101,Education Loan,4292605.95,9.63,12,2024-02-04,Active
L01124,C04672,B00201,Business Loan,2567293.43,10.35,48,2024-08-05,Active
L01125,C01151,B01001,Home Loan,904378.77,9.89,24,2025-06-01,Active
L01126,C01580,B00201,Business Loan,968917.8,8.49,84,2024-07-15,Closed
L01127,C04881,B00501,Business Loan,777073.79,10.95,48,2023-02-06,Closed
L01128,C04606,B00601,Business Loan,2572621.41,8.94,12,2024-04-13,Closed
L01129,C01545,B00801,Auto Loan,1101468.14,13.92,120,2024-05-06,Active
L01130,C01906,B00101,Auto Loan,3269780.64,14.75,12,2025-05-13,Closed
L01131,C04220,B00101,Home Loan,2370878.92,8.6,12,2024-07-04,Active
L01132,C02061,B00701,Business Loan,1843709.85,9.99,60,2025-03-10,Active
L01133,C04114,B00701,Education Loan,539054.87,12.99,60,2024-09-18,Active
L01134,C02970,B00401,Home Loan,3928095.18,14.64,24,2024-09-02,Active
L01135,C03860,B00901,Education Loan,1888723.2,12.26,60,2023-08-19,Active
L01136,C01450,B01001,Personal Loan,3337895.33,10.93,48,2024-04-13,Active
L01137,C03060,B01001,Auto Loan,4260409.73,8.37,48,2025-08-10,Active
L01138,C00816,B00901,Personal Loan,4907082.37,9.99,60,2025-01-06,Overdue
L01139,C02650,B00501,Personal Loan,1858742.06,9.43,36,2024-11-09,Closed
L01140,C04808,B00201,Education Loan,1291779.03,13.27,24,2025-07-10,Active
L01141,C03308,B00601,Education Loan,1272839.58,9.24,60,2024-11-20,Active
L01142,C04402,B00301,Personal Loan,4104426.61,10.67,12,2024-06-22,Active
L01143,C01072,B00101,Personal Loan,1018552.83,7.76,24,2023-05-04,Active
L01144,C01579,B00101,Home Loan,264261.24,10.02,120,2025-02-01,Active
L01145,C02797,B00501,Home Loan,883875.0,13.05,12,2023-10-11,Active
L01146,C03672,B01001,Education Loan,2031880.41,9.74,36,2025-05-23,Active
L01147,C04518,B00301,Business Loan,430218.34,14.09,120,2024-03-30,Active
L01148,C02111,B00701,Auto Loan,2884697.11,13.6,12,2023-07-11,Active
L01149,C01940,B00301,Education Loan,250679.55,14.59,60,2024-04-06,Closed
L01150,C04882,B00301,Education Loan,2231649.18,15.41,24,2024-03-06,Overdue
L01151,C00746,B00901,Personal Loan,2064559.91,8.06,180,2025-07-14,Active
L01152,C03152,B00101,Education Loan,4553102.82,7.87,36,2025-08-25,Active
L01153,C03933,B00101,Education Loan,3134516.65,10.69,120,2024-06-22,Closed
L01154,C00423,B00101,Auto Loan,2619114.69,7.91,120,2024-09-19,Active
L01155,C01203,B00101,Home Loan,1508296.81,8.14,36,2024-09-22,Active
L01156,C01080,B00701,Business Loan,4442671.94,9.74,120,2025-02-23,Active
L01157,C04435,B01001,Personal Loan,211833.02,9.02,120,2024-12-09,Overdue
L01158,C00553,B00801,Education Loan,4009795.87,15.17,36,2024-10-15,Active
L01159,C00351,B00601,Home Loan,994226.21,10.92,12,2024-05-15,Active
L01160,C02778,B00401,Personal Loan,1739472.51,15.41,24,2025-04-27,Active
L01161,C03554,B00401,Personal Loan,4354231.38,8.91,12,2023-07-24,Active
L01162,C00820,B00601,Business Loan,2965197.31,9.12,180,2024-04-12,Active
L01163,C00976,B01001,Home Loan,2553088.6,9.69,60,2025-06-13,Active
L01164,C04708,B00301,Business Loan,700931.0,12.78,120,2025-05-12,Active
L01165,C02498,B00201,Education Loan,4449713.82,13.1,24,2023-04-25,Active
L01166,C01806,B00901,Business Loan,232651.09,15.27,12,2025-06-22,Active
L01167,C03079,B00201,Personal Loan,299410.94,14.24,180,2023-08-26,Active
L01168,C03156,B00601,Home Loan,4234164.49,12.59,120,2025-02-21,Overdue
L01169,C00728,B00501,Personal Loan,4069369.8,14.61,60,2024-05-15,Active
L01170,C03562,B00801,Home Loan,1162278.35,14.07,24,2023-08-06,Active
L01171,C02691,B00401,Business Loan,2083478.54,15.13,180,2023-01-09,Closed
L01172,C00065,B00201,Business Loan,3006868.55,14.6,84,2024-08-06,Closed
L01173,C01286,B00901,Home Loan,3621475.37,15.04,84,2023-08-27,Active
L01174,C04898,B00801,Home Loan,4850076.17,14.45,180,2023-06-14,Closed
L01175,C01432,B00301,Auto Loan,1869911.21,12.45,36,2023-05-30,Active
L01176,C04902,B00701,Education Loan,1143426.65,10.57,180,2023-12-29,Active
L01177,C03430,B00101,Business Loan,1022978.83,10.89,60,2025-08-13,Active
L01178,C03074,B00501,Home Loan,1313421.28,11.08,60,2024-11-21,Active
L01179,C04884,B00401,Home Loan,2852742.2,14.56,120,2025-02-02,Closed
L01180,C04614,B00901,Auto Loan,3384730.54,9.94,36,2023-12-06,Active
L01181,C02357,B00101,Home Loan,1970305.49,11.86,12,2025-09-08,Active
L01182,C02369,B00301,Home Loan,2131268.06,8.06,48,2024-08-07,Active
L01183,C04803,B00401,Personal Loan,4483829.96,11.29,60,2024-01-11,Active
L01184,C03069,B00301,Personal Loan,3908532.2,15.31,24,2025-08-27,Closed
L01185,C01706,B00901,Personal Loan,3072434.72,7.66,48,2024-10-23,Active
L01186,C02989,B00801,Business Loan,718942.56,7.83,24,2025-05-03,Closed
L01187,C00335,B00701,Home Loan,1335653.92,13.66,60,2024-05-14,Closed
L01188,C03947,B00601,Personal Loan,4821859.12,14.17,48,2025-05-15,Active
L01189,C00245,B00401,Home Loan,3439399.66,11.61,180,2024-09-11,Overdue
L01190,C04103,B00901,Personal Loan,395285.66,8.58,24,2025-05-14,Active
L01191,C03948,B00401,Business Loan,2493631.06,13.93,60,2024-01-07,Active
L01192,C03710,B00201,Education Loan,1960556.08,11.55,84,2023-12-07,Overdue
L01193,C03950,B00101,Personal Loan,4228780.57,9.75,60,2023-06-02,Active
L01194,C02459,B00801,Auto Loan,2353289.59,10.9,24,2024-06-17,Active
L01195,C04866,B00901,Auto Loan,994259.57,8.47,60,2024-03-26,Active
L01196,C01691,B00501,Personal Loan,432518.08,8.32,60,2023-11-05,Closed
L01197,C03457,B00101,Auto Loan,3310964.63,7.63,84,2025-06-06,Active
L01198,C03531,B00401,Auto Loan,929044.54,11.37,120,2024-01-15,Closed
L01199,C04936,B00401,Business Loan,3323677.11,9.14,36,2024-05-01,Active
L01200,C04779,B01001,Auto Loan,2452371.01,11.65,48,2025-02-16,Closed
L01201,C03871,B01001,Home Loan,4277482.79,12.38,48,2024-10-01,Active
L01202,C03863,B00101,Auto Loan,2641927.68,14.06,24,2025-02-27,Active
L01203,C03172,B01001,Education Loan,3707930.32,13.59,180,2025-03-29,Overdue
L01204,C01333,B00401,Education Loan,4532736.76,9.72,84,2024-10-15,Active
L01205,C03992,B00101,Home Loan,2697993.93,8.51,60,2024-07-31,Closed
L01206,C01613,B00301,Home Loan,1700250.03,10.51,48,2024-12-13,Active
L01207,C00498,B00701,Education Loan,4016477.67,13.16,84,2024-10-29,Overdue
L01208,C03403,B00301,Personal Loan,4845102.04,9.51,24,2024-07-21,Closed
L01209,C00545,B00601,Business Loan,1718757.32,9.93,84,2025-02-23,Active
L01210,C02636,B00501,Auto Loan,730181.98,9.28,12,2025-04-04,Active
L01211,C02507,B00401,Auto Loan,1445303.56,9.55,36,2023-08-15,Active
L01212,C02715,B00601,Personal Loan,977093.31,13.01,120,2025-09-02,Active
L01213,C02442,B00801,Education Loan,1885151.07,14.86,36,2025-02-07,Closed
L01214,C01229,B00501,Personal Loan,1102647.68,13.09,12,2025-07-24,Active
L01215,C03822,B01001,Education Loan,972469.54,11.12,24,2025-01-06,Active
L01216,C00153,B00201,Personal Loan,4190776.86,8.5,180,2025-05-16,Closed
L01217,C01685,B00501,Personal Loan,1452015.56,8.27,24,2024-03-15,Active
L01218,C03581,B00301,Business Loan,1436744.11,12.54,180,2025-03-04,Active
L01219,C00421,B00701,Education Loan,1866872.67,8.45,180,2024-02-02,Active
L01220,C02324,B00301,Business Loan,1500505.57,13.54,36,2023-11-14,Active
L01221,C01056,B00401,Business Loan,2083173.76,14.65,180,2025-01-15,Active
L01222,C01019,B00701,Business Loan,2040929.58,12.94,84,2025-04-22,Active
L01223,C03497,B00301,Business Loan,1834856.34,12.28,120,2023-10-05,Active
L01224,C04839,B00901,Personal Loan,3370883.5,15.5,24,2025-01-28,Active
L01225,C04215,B00101,Personal Loan,4197932.23,10.42,84,2023-05-15,Active
L01226,C00384,B00401,Business Loan,4308869.65,10.55,180,2023-07-22,Overdue
L01227,C00136,B00501,Home Loan,4253682.34,13.54,24,2023-08-26,Active
L01228,C00843,B00901,Auto Loan,3235643.81,8.7,120,2024-03-09,Active
L01229,C04913,B00601,Personal Loan,64703.55,10.65,84,2024-06-04,Overdue
L01230,C00390,B00101,Auto Loan,3740538.73,9.93,24,2023-01-12,Overdue
L01231,C04318,B00501,Auto Loan,941465.89,9.01,84,2025-08-09,Overdue
L01232,C00739,B00201,Auto Loan,3315126.99,10.61,180,2024-01-26,Overdue
L01233,C02525,B00901,Home Loan,4478471.35,13.47,120,2024-11-16,Overdue
L01234,C00142,B01001,Auto Loan,2959704.94,7.6,120,2023-04-13,Overdue
L01235,C01416,B00101,Personal Loan,1745168.33,9.8,24,2023-10-04,Active
L01236,C03111,B00101,Business Loan,1819940.83,14.62,36,2023-01-01,Closed
L01237,C00990,B00201,Auto Loan,4987469.57,8.48,84,2023-03-30,Overdue
L01238,C02848,B00501,Auto Loan,3099991.44,15.48,60,2025-08-18,Active
L01239,C03809,B00801,Business Loan,2403057.86,9.3,12,2024-03-13,Active
L01240,C01353,B00301,Personal Loan,4132558.04,14.88,48,2024-01-04,Active
L01241,C03234,B00201,Education Loan,4071549.83,10.91,180,2024-12-14,Active
L01242,C02090,B00601,Personal Loan,2242526.95,13.86,36,2023-04-05,Active
L01243,C04042,B00501,Auto Loan,2086274.69,13.2,48,2024-05-05,Overdue
L01244,C01913,B00201,Home Loan,124932.12,8.35,120,2023-11-25,Active
L01245,C03139,B00501,Home Loan,1262293.78,8.85,12,2025-06-15,Active
L01246,C00486,B01001,Business Loan,639225.91,15.44,24,2024-06-12,Closed
L01247,C01917,B00601,Home Loan,429384.0,13.83,180,2024-10-01,Active
L01248,C04030,B00901,Auto Loan,1048385.97,14.49,84,2024-02-09,Active
L01249,C01125,B00901,Home Loan,2769712.87,14.97,12,2024-10-31,Closed
L01250,C00746,B00501,Education Loan,3859746.9,14.3,120,2023-12-16,Overdue
L01251,C02808,B00901,Business Loan,4242314.39,13.4,60,2024-03-14,Active
L01252,C04506,B00301,Education Loan,4999951.8,13.22,36,2023-01-13,Active
L01253,C03225,B00101,Personal Loan,1211949.08,7.87,120,2023-04-21,Closed
L01254,C00412,B00601,Business Loan,4324426.68,11.29,84,2024-12-21,Overdue
L01255,C02987,B00301,Education Loan,1279503.53,14.81,120,2024-04-25,Overdue
L01256,C00204,B01001,Personal Loan,3127470.96,14.59,12,2025-07-22,Active
L01257,C04163,B00901,Personal Loan,3851500.79,11.54,36,2025-05-02,Active
L01258,C00552,B00301,Home Loan,4371725.32,8.65,120,2025-05-23,Closed
L01259,C02226,B00101,Auto Loan,3150588.08,7.69,12,2024-06-05,Overdue
L01260,C04865,B00201,Education Loan,4452596.91,14.67,180,2024-08-06,Active
L01261,C03765,B00601,Personal Loan,185045.84,15.39,24,2023-06-17,Active
L01262,C04327,B00301,Business Loan,4148432.66,14.05,12,2024-03-02,Active
L01263,C03623,B00401,Business Loan,3325177.94,7.94,12,2023-11-24,Active
L01264,C03060,B00101,Education Loan,1836219.34,12.85,180,2025-07-01,Closed
L01265,C04286,B00201,Personal Loan,1285910.36,7.76,48,2024-09-09,Active
L01266,C01252,B00501,Education Loan,959543.31,9.36,84,2024-06-15,Active
L01267,C03555,B00601,Home Loan,1619696.66,14.52,36,2025-07-05,Active
L01268,C00803,B00601,Home Loan,2125801.5,10.33,36,2025-01-04,Active
L01269,C04082,B00701,Education Loan,2728196.42,8.79,48,2024-11-17,Closed
L01270,C02000,B00201,Business Loan,158726.93,10.18,24,2024-01-05,Active
L01271,C01740,B00901,Home Loan,238548.04,13.2,12,2023-01-05,Closed
L01272,C00956,B00501,Home Loan,3711283.18,15.45,60,2024-03-15,Active
L01273,C03115,B00501,Business Loan,3592922.7,12.5,60,2023-07-27,Closed
L01274,C02397,B00101,Business Loan,2616810.13,9.66,24,2023-08-24,Active
L01275,C04823,B00501,Auto Loan,4196619.59,7.75,60,2024-08-25,Active
L01276,C01903,B00401,Home Loan,3260299.74,12.47,84,2025-04-03,Active
L01277,C01768,B00201,Business Loan,2459572.41,14.77,84,2024-11-10,Active
L01278,C01615,B01001,Business Loan,4085466.65,12.54,60,2025-03-13,Active
L01279,C03104,B00301,Education Loan,3839039.77,12.77,48,2023-02-02,Active
L01280,C03446,B00301,Business Loan,2527523.62,8.05,180,2025-03-31,Overdue
L01281,C03756,B00601,Education Loan,1327497.55,11.27,12,2025-08-31,Active
L01282,C00579,B00701,Education Loan,871508.96,9.35,60,2024-05-31,Active
L01283,C01357,B00601,Auto Loan,1141348.25,8.55,12,2023-06-23,Overdue
L01284,C04131,B00801,Auto Loan,1106801.91,13.8,84,2024-01-29,Closed
L01285,C01290,B00101,Business Loan,3308868.84,9.61,60,2024-10-16,Closed
L01286,C01338,B00801,Education Loan,3521621.36,12.05,12,2024-11-07,Active
L01287,C04707,B00401,Personal Loan,4432870.67,11.58,48,2025-09-18,Active
L01288,C03563,B00201,Business Loan,1960071.74,12.74,12,2024-03-26,Active
L01289,C01383,B00101,Education Loan,3798312.92,11.9,24,2023-09-04,Active
L01290,C02330,B00101,Home Loan,1759345.22,8.21,48,2025-03-20,Active
L01291,C02535,B00101,Personal Loan,604109.25,10.05,120,2023-02-20,Closed
L01292,C04133,B00301,Home Loan,1696147.52,12.11,84,2023-12-08,Overdue
L01293,C03587,B00301,Business Loan,3618351.87,14.27,60,2023-10-06,Active
L01294,C00005,B00901,Home Loan,2905815.8,7.88,12,2023-03-03,Active
L01295,C03612,B01001,Business Loan,1645165.64,12.18,180,2024-07-12,Closed
L01296,C03118,B00801,Business Loan,3555769.41,9.26,120,2023-08-31,Closed
L01297,C02608,B01001,Education Loan,2246374.29,11.33,180,2025-09-11,Active
L01298,C03077,B00601,Auto Loan,4205561.74,10.09,180,2023-09-14,Active
L01299,C04295,B00901,Business Loan,125934.96,14.23,180,2024-06-20,Overdue
L01300,C00257,B00501,Business Loan,3535037.91,11.17,24,2024-05-20,Active
L01301,C04768,B00701,Education Loan,3017983.41,13.12,60,2025-09-23,Closed
L01302,C00351,B00301,Education Loan,1978402.49,12.97,180,2023-02-01,Active
L01303,C03222,B00701,Auto Loan,1621898.75,11.9,36,2024-05-04,Active
L01304,C04564,B00101,Personal Loan,1346481.74,10.87,24,2023-12-06,Active
L01305,C00021,B00501,Auto Loan,790466.86,10.44,180,2023-05-06,Overdue
L01306,C02859,B00101,Education Loan,2079783.85,13.87,24,2025-05-12,Active
L01307,C02114,B01001,Auto Loan,2964038.89,11.4,36,2023-05-08,Active
L01308,C03429,B00501,Education Loan,3889593.28,12.26,120,2024-04-19,Closed
L01309,C03762,B00301,Home Loan,2290234.78,13.57,36,2025-05-05,Active
L01310,C04281,B00601,Home Loan,2244602.75,13.34,120,2024-10-03,Overdue
L01311,C00445,B00801,Auto Loan,3140066.85,10.11,60,2023-12-20,Overdue
L01312,C02556,B00401,Business Loan,1784590.16,12.35,120,2024-09-07,Active
L01313,C02154,B00401,Business Loan,333030.67,15.34,48,2024-02-16,Closed
L01314,C03203,B00201,Home Loan,2488179.83,7.58,24,2024-05-28,Closed
L01315,C01232,B00301,Education Loan,766986.26,9.35,36,2024-09-16,Active
L01316,C02713,B01001,Personal Loan,3713738.49,12.6,24,2023-01-10,Active
L01317,C02636,B00501,Education Loan,473284.04,15.06,48,2023-10-28,Active
L01318,C02357,B00601,Business Loan,2492281.16,10.93,48,2024-06-12,Active
L01319,C03241,B00401,Education Loan,3091124.37,12.78,12,2025-06-23,Active
L01320,C00189,B00201,Auto Loan,2409209.26,9.81,84,2024-08-11,Active
L01321,C03809,B00401,Education Loan,1884746.89,15.45,24,2023-04-22,Closed
L01322,C03445,B00201,Auto Loan,3013539.41,10.46,36,2023-05-15,Active
L01323,C04743,B00201,Home Loan,3522501.27,10.29,84,2024-07-17,Active
L01324,C04245,B00201,Personal Loan,130949.51,8.33,36,2024-04-17,Active
L01325,C00966,B00101,Business Loan,4004285.62,12.33,180,2025-08-15,Active
L01326,C00407,B00101,Home Loan,1988325.04,11.7,48,2025-06-11,Active
L01327,C02360,B00301,Auto Loan,1484084.73,11.63,60,2023-02-04,Active
L01328,C00718,B00601,Business Loan,4576885.03,11.84,36,2023-03-13,Active
L01329,C02355,B00101,Home Loan,2000804.98,11.41,120,2025-07-25,Overdue
L01330,C00132,B01001,Education Loan,1803270.19,11.11,12,2023-09-19,Active
L01331,C03284,B00401,Auto Loan,1069396.37,12.23,60,2025-07-01,Active
L01332,C04397,B00801,Education Loan,3015897.0,9.23,120,2025-08-05,Closed
L01333,C04434,B00301,Education Loan,1351632.57,13.35,36,2023-05-06,Active
L01334,C03329,B00601,Business Loan,906713.7,11.89,12,2024-04-07,Active
L01335,C01496,B00701,Home Loan,963255.45,13.12,120,2023-07-27,Active
L01336,C02935,B00201,Home Loan,1068707.74,12.55,36,2024-08-28,Active
L01337,C04204,B00201,Business Loan,4019450.63,8.61,180,2024-10-28,Active
L01338,C00071,B00901,Auto Loan,4872515.99,9.35,60,2024-11-12,Active
L01339,C00491,B00901,Auto Loan,1522569.99,7.71,48,2024-12-27,Active
L01340,C00525,B01001,Home Loan,2663233.4,11.58,24,2023-06-17,Overdue
L01341,C04439,B00901,Home Loan,3176933.58,7.56,84,2023-02-13,Active
L01342,C03176,B00601,Auto Loan,3389176.79,9.32,12,2023-02-01,Active
L01343,C04325,B00101,Auto Loan,2784161.39,10.1,180,2024-11-02,Active
L01344,C00522,B00201,Business Loan,192828.02,8.32,36,2024-04-10,Active
L01345,C01083,B00101,Home Loan,4113381.84,9.86,48,2023-06-16,Overdue
L01346,C04224,B00501,Business Loan,83593.95,9.85,84,2023-02-18,Active
L01347,C03556,B00501,Home Loan,1528340.76,13.15,180,2025-02-15,Active
L01348,C00711,B00301,Auto Loan,3080586.75,9.1,180,2025-05-06,Active
L01349,C03298,B00201,Business Loan,4071805.13,14.36,48,2024-05-10,Closed
L01350,C01772,B00501,Education Loan,2751925.0,9.5,12,2024-10-04,Active
L01351,C04551,B01001,Education Loan,1571306.53,12.57,84,2023-06-26,Active
L01352,C01797,B00301,Personal Loan,1318361.38,12.29,12,2023-01-13,Closed
L01353,C03649,B00901,Personal Loan,2726685.61,14.65,120,2025-05-01,Active
L01354,C01530,B00701,Auto Loan,3650106.2,9.23,84,2025-04-06,Overdue
L01355,C04491,B00901,Business Loan,3951607.5,13.55,60,2024-08-17,Active
L01356,C04448,B00601,Home Loan,1048657.86,10.84,48,2025-06-19,Closed
L01357,C01339,B00601,Personal Loan,348380.62,13.13,84,2023-05-08,Closed
L01358,C03120,B00901,Education Loan,2607735.69,12.48,24,2023-01-02,Active
L01359,C01841,B00301,Home Loan,4009267.29,10.71,60,2023-07-20,Closed
L01360,C03183,B00101,Personal Loan,4929941.11,10.25,12,2023-03-20,Active
L01361,C03227,B00201,Home Loan,4976564.81,11.91,60,2025-04-18,Closed
L01362,C00093,B00501,Home Loan,1160283.86,13.88,48,2023-09-23,Active
L01363,C02437,B00301,Auto Loan,551524.76,9.97,84,2025-03-13,Overdue
L01364,C01625,B00601,Auto Loan,2982695.32,8.48,120,2023-11-14,Closed
L01365,C04989,B00101,Education Loan,1439676.42,12.83,24,2023-09-27,Closed
L01366,C01597,B00601,Education Loan,2493961.71,8.93,12,2024-08-06,Closed
L01367,C03361,B01001,Home Loan,2039279.79,9.47,12,2024-01-29,Active
