transaction_id,account_id,transaction_date,transaction_type,transaction_amount,channel,transaction_status
T0023025,A001123,2025-03-17 02:00:00,Card Payment,1832.07,Mobile App,Completed
T0023026,A006219,2025-06-17 13:00:00,Card Payment,6405.94,Mobile App,Failed
T0023027,A003876,2025-03-31 00:00:00,Withdrawal,1007.66,ATM,Completed
T0023028,A004893,2025-08-16 10:00:00,ATM Withdrawal,6235.44,POS,Failed
T0023029,A001379,2025-03-22 18:00:00,ATM Withdrawal,6671.83,Mobile App,Completed
T0023030,A006006,2025-12-30 00:00:00,Card Payment,5600.65,Mobile App,Failed
T0023031,A003142,2025-02-02 01:00:00,Deposit,33466.81,Internet Banking,Completed
T0023032,A001548,2025-04-11 08:00:00,ATM Withdrawal,26008.31,Branch,Completed
T0023033,A004681,2025-06-02 06:00:00,Transfer,20091.41,Mobile App,Completed
T0023034,A002722,2025-06-09 09:00:00,ATM Withdrawal,1447.9,Internet Banking,Completed
T0023035,A005420,2025-08-10 00:00:00,UPI,3017.58,ATM,Completed
T0023036,A006306,2025-01-09 16:00:00,UPI,2178.92,Mobile App,Completed
T0023037,A001646,2025-02-12 01:00:00,Deposit,38324.74,POS,Completed
T0023038,A003982,2025-07-24 21:00:00,Withdrawal,16441.03,Branch,Completed
T0023039,A004141,2025-02-18 08:00:00,Withdrawal,7851.79,ATM,Completed
T0023040,A003572,2025-10-26 15:00:00,ATM Withdrawal,6238.07,POS,Failed
T0023041,A003132,2025-04-17 15:00:00,Card Payment,781.3,Mobile App,Completed
T0023042,A005607,2025-05-10 07:00:00,UPI,29025.01,POS,Completed
T0023043,A000875,2025-10-10 04:00:00,UPI,4797.64,POS,Completed
T0023044,A002386,2025-12-21 19:00:00,Withdrawal,4799.86,Mobile App,Completed
T0023045,A006176,2025-04-24 04:00:00,Withdrawal,3610.95,Internet Banking,Completed
T0023046,A002911,2025-01-09 12:00:00,Transfer,9510.75,Mobile App,Completed
T0023047,A001042,2025-07-15 19:00:00,Deposit,7474.04,ATM,Completed
T0023048,A002289,2025-02-25 02:00:00,Transfer,4163.81,Mobile App,Completed
T0023049,A000032,2025-01-18 09:00:00,Transfer,1561.52,Branch,Completed
T0023050,A004242,2025-12-20 22:00:00,Card Payment,1970.11,Branch,Completed
T0023051,A002567,2025-04-05 18:00:00,ATM Withdrawal,9683.66,POS,Failed
T0023052,A005998,2025-04-15 17:00:00,ATM Withdrawal,501.8,Mobile App,Completed
T0023053,A001366,2025-04-17 17:00:00,ATM Withdrawal,19133.15,ATM,Completed
T0023054,A000888,2025-04-06 12:00:00,Deposit,7701.91,Branch,Completed
T0023055,A004674,2025-02-23 02:00:00,Transfer,1911.24,Internet Banking,Failed
T0023056,A000370,2025-02-08 15:00:00,Deposit,718.74,POS,Failed
T0023057,A006553,2025-03-04 06:00:00,Deposit,13107.58,Internet Banking,Completed
T0023058,A000390,2025-12-25 00:00:00,Card Payment,552.72,Mobile App,Completed
T0023059,A000268,2025-07-29 05:00:00,UPI,3198.81,ATM,Completed
T0023060,A003566,2025-07-02 17:00:00,ATM Withdrawal,69666.66,Mobile App,Completed
T0023061,A002098,2025-03-26 05:00:00,Card Payment,4735.05,Branch,Completed
T0023062,A000420,2025-08-13 22:00:00,Card Payment,931.97,Mobile App,Completed
T0023063,A000159,2025-02-01 06:00:00,Deposit,7716.6,Mobile App,Completed
T0023064,A001199,2025-04-05 19:00:00,Transfer,3238.58,ATM,Completed
T0023065,A000846,2025-01-29 14:00:00,Deposit,4122.34,Internet Banking,Completed
T0023066,A000681,2025-09-30 21:00:00,Deposit,10616.37,Mobile App,Completed
T0023067,A001698,2025-03-10 15:00:00,UPI,4950.39,Mobile App,Failed
T0023068,A003213,2025-11-04 01:00:00,UPI,18079.97,Branch,Completed
T0023069,A004301,2025-11-16 18:00:00,UPI,3024.9,ATM,Failed
T0023070,A001569,2025-10-06 07:00:00,Card Payment,608.61,Mobile App,Completed
T0023071,A003009,2025-09-20 18:00:00,Withdrawal,15464.96,ATM,Failed
T0023072,A001140,2025-11-14 01:00:00,Withdrawal,12763.95,Mobile App,Failed
T0023073,A005320,2025-07-13 17:00:00,Transfer,54781.49,Branch,Completed
T0023074,A004561,2025-11-09 12:00:00,ATM Withdrawal,1295.76,Mobile App,Completed
T0023075,A002921,2025-03-27 23:00:00,UPI,3668.17,Internet Banking,Completed
T0023076,A001749,2025-08-04 12:00:00,Deposit,3577.23,Branch,Failed
T0023077,A003389,2025-01-24 00:00:00,ATM Withdrawal,1687.4,Branch,Completed
T0023078,A005240,2025-06-27 04:00:00,Deposit,5676.62,POS,Completed
T0023079,A004271,2025-11-10 04:00:00,Card Payment,2666.79,POS,Completed
T0023080,A000333,2025-02-22 11:00:00,Deposit,2130.99,Mobile App,Completed
T0023081,A006332,2025-05-28 18:00:00,Card Payment,1278.82,ATM,Completed
T0023082,A001827,2025-06-24 12:00:00,Withdrawal,7541.49,Internet Banking,Completed
T0023083,A001116,2025-04-10 02:00:00,UPI,3867.28,Branch,Completed
T0023084,A006152,2025-06-20 10:00:00,Card Payment,13506.07,ATM,Completed
T0023085,A003703,2025-09-20 14:00:00,Withdrawal,2124.11,Internet Banking,Completed
T0023086,A000128,2025-09-22 04:00:00,Transfer,37683.18,ATM,Completed
T0023087,A001690,2025-05-15 13:00:00,Withdrawal,2784.67,POS,Completed
T0023088,A003991,2025-02-10 04:00:00,Withdrawal,5564.63,Internet Banking,Completed
T0023089,A003487,2025-07-25 20:00:00,Withdrawal,5448.51,ATM,Failed
T0023090,A004855,2025-02-27 10:00:00,UPI,16076.77,Mobile App,Failed
T0023091,A002243,2025-01-23 07:00:00,Withdrawal,4551.15,Branch,Completed
T0023092,A005941,2025-12-29 11:00:00,Transfer,2828.6,ATM,Completed
T0023093,A003552,2025-10-05 22:00:00,UPI,2397.3,Mobile App,Completed
T0023094,A006020,2025-04-09 19:00:00,Transfer,4309.01,Internet Banking,Completed
T0023095,A001628,2025-03-19 13:00:00,Withdrawal,8261.2,ATM,Failed
T0023096,A005243,2025-12-22 11:00:00,Card Payment,2312.77,POS,Completed
T0023097,A003381,2025-12-03 05:00:00,Transfer,6491.51,Mobile App,Completed
T0023098,A005576,2025-01-13 04:00:00,Deposit,8459.54,Mobile App,Completed
T0023099,A001765,2025-03-24 08:00:00,ATM Withdrawal,3717.34,Mobile App,Completed
T0023100,A000910,2025-08-07 00:00:00,Transfer,10305.19,POS,Completed
T0023101,A004527,2025-10-08 18:00:00,Deposit,13315.51,POS,Failed
T0023102,A004315,2025-02-07 23:00:00,ATM Withdrawal,1941.34,Branch,Completed
T0023103,A003882,2025-01-09 03:00:00,ATM Withdrawal,5523.75,Branch,Failed
T0023104,A004512,2025-12-22 19:00:00,Withdrawal,1444.83,Branch,Completed
T0023105,A005014,2025-07-14 12:00:00,Transfer,1864.68,POS,Completed
T0023106,A004454,2025-12-10 19:00:00,Transfer,7230.97,Mobile App,Completed
T0023107,A002256,2025-02-05 03:00:00,UPI,6126.41,Mobile App,Completed
T0023108,A002268,2025-10-06 08:00:00,Deposit,8988.18,Branch,Completed
T0023109,A006326,2025-04-07 14:00:00,Withdrawal,587.33,Mobile App,Completed
T0023110,A006851,2025-05-22 19:00:00,UPI,22911.22,ATM,Failed
T0023111,A005555,2025-10-11 02:00:00,Deposit,17980.48,Branch,Completed
T0023112,A003388,2025-11-22 06:00:00,ATM Withdrawal,3347.15,Mobile App,Failed
T0023113,A004305,2025-03-07 12:00:00,Withdrawal,2406.85,Mobile App,Completed
T0023114,A002475,2025-10-11 06:00:00,Transfer,9451.99,Mobile App,Failed
T0023115,A000765,2025-03-09 17:00:00,Transfer,5073.65,POS,Failed
T0023116,A003311,2025-08-28 23:00:00,Withdrawal,7952.22,Branch,Completed
T0023117,A005448,2025-03-01 13:00:00,UPI,5197.78,Mobile App,Failed
T0023118,A000576,2025-07-20 07:00:00,UPI,4670.96,ATM,Completed
T0023119,A006938,2025-08-30 01:00:00,Card Payment,8623.45,Mobile App,Completed
T0023120,A006406,2025-11-20 03:00:00,Transfer,23592.97,POS,Completed
T0023121,A000041,2025-05-06 18:00:00,UPI,2651.15,Branch,Completed
T0023122,A001739,2025-02-01 22:00:00,UPI,5259.94,Mobile App,Failed
T0023123,A004728,2025-10-23 04:00:00,Card Payment,7495.66,POS,Completed
T0023124,A006244,2025-04-06 01:00:00,Card Payment,24034.51,ATM,Completed
T0023125,A000150,2025-07-16 16:00:00,Transfer,1004.61,Mobile App,Completed
T0023126,A004473,2025-01-27 04:00:00,Transfer,182.88,Mobile App,Completed
T0023127,A004141,2025-04-26 23:00:00,Card Payment,4959.08,Internet Banking,Failed
T0023128,A002543,2025-01-28 00:00:00,Withdrawal,7226.49,Branch,Completed
T0023129,A003382,2025-06-24 09:00:00,Card Payment,55660.31,Internet Banking,Completed
T0023130,A005305,2025-04-17 17:00:00,Withdrawal,4417.51,POS,Failed
T0023131,A003212,2025-12-20 21:00:00,Transfer,5066.54,ATM,Completed
T0023132,A001792,2025-01-26 07:00:00,Deposit,14500.38,POS,Completed
T0023133,A006024,2025-02-19 20:00:00,Card Payment,2584.35,POS,Completed
T0023134,A006485,2025-12-21 06:00:00,ATM Withdrawal,4466.85,POS,Completed
T0023135,A006817,2025-11-13 10:00:00,ATM Withdrawal,9176.46,Mobile App,Completed
T0023136,A000966,2025-11-16 08:00:00,Withdrawal,54083.38,Internet Banking,Failed
T0023137,A000486,2025-05-27 02:00:00,UPI,6850.15,POS,Failed
T0023138,A005011,2025-10-02 08:00:00,ATM Withdrawal,8292.61,Branch,Completed
T0023139,A005309,2025-10-19 23:00:00,Deposit,6650.41,Mobile App,Completed
T0023140,A006771,2025-06-06 00:00:00,UPI,5574.3,POS,Completed
T0023141,A003113,2025-01-15 06:00:00,Transfer,6596.26,Mobile App,Failed
T0023142,A002770,2025-08-31 08:00:00,Card Payment,8828.36,Mobile App,Completed
T0023143,A003442,2025-08-04 21:00:00,ATM Withdrawal,9807.2,Internet Banking,Completed
T0023144,A002266,2025-09-28 08:00:00,ATM Withdrawal,2370.42,Mobile App,Completed
T0023145,A005439,2025-07-15 02:00:00,ATM Withdrawal,1456.51,ATM,Completed
T0023146,A001375,2025-04-19 14:00:00,Withdrawal,5172.39,Branch,Completed
T0023147,A005929,2025-06-16 21:00:00,Transfer,3795.4,POS,Failed
T0023148,A003067,2025-10-05 06:00:00,ATM Withdrawal,6954.54,Branch,Completed
T0023149,A000054,2025-07-26 08:00:00,Withdrawal,606.22,POS,Completed
T0023150,A005870,2025-07-09 13:00:00,ATM Withdrawal,2576.7,POS,Completed
T0023151,A006364,2025-06-25 16:00:00,Deposit,1494.23,Internet Banking,Failed
T0023152,A001363,2025-04-23 08:00:00,Withdrawal,3864.99,POS,Completed
T0023153,A000878,2025-05-12 01:00:00,Transfer,2947.2,Mobile App,Completed
T0023154,A002465,2025-07-25 09:00:00,Deposit,18956.63,Internet Banking,Completed
T0023155,A001211,2025-02-12 00:00:00,Card Payment,2809.37,Mobile App,Completed
T0023156,A000712,2025-08-21 13:00:00,Deposit,8479.1,Branch,Completed
T0023157,A004894,2025-03-31 04:00:00,ATM Withdrawal,918.35,Internet Banking,Completed
T0023158,A002593,2025-06-02 04:00:00,Withdrawal,8933.79,Mobile App,Completed
T0023159,A006156,2025-08-18 08:00:00,UPI,2931.21,Branch,Completed
T0023160,A001042,2025-05-02 06:00:00,Withdrawal,4461.56,Internet Banking,Failed
T0023161,A001091,2025-10-01 23:00:00,UPI,5455.72,POS,Failed
T0023162,A002417,2025-07-19 23:00:00,Deposit,112099.15,Internet Banking,Failed
T0023163,A000619,2025-02-23 08:00:00,Deposit,8902.27,POS,Completed
T0023164,A002061,2025-10-18 05:00:00,Withdrawal,417.99,Internet Banking,Failed
T0023165,A006474,2025-11-07 18:00:00,Transfer,8289.19,POS,Completed
T0023166,A004718,2025-05-07 06:00:00,Withdrawal,9842.66,POS,Failed
T0023167,A003560,2025-08-17 23:00:00,ATM Withdrawal,4164.33,Branch,Failed
T0023168,A004550,2025-11-14 13:00:00,Card Payment,3866.47,ATM,Completed
T0023169,A001904,2025-03-09 17:00:00,Deposit,1194.18,POS,Failed
T0023170,A002395,2025-11-28 07:00:00,Deposit,5733.73,POS,Failed
T0023171,A006285,2025-07-03 10:00:00,Transfer,4779.97,POS,Completed
T0023172,A001730,2025-04-24 06:00:00,UPI,1250.91,Mobile App,Failed
T0023173,A001693,2025-03-05 00:00:00,Withdrawal,61802.15,ATM,Completed
T0023174,A002065,2025-12-22 11:00:00,Card Payment,4598.73,ATM,Completed
T0023175,A002153,2025-08-01 09:00:00,Deposit,26891.49,POS,Completed
T0023176,A006288,2025-11-30 14:00:00,Card Payment,16656.49,POS,Failed
T0023177,A004950,2025-03-25 14:00:00,UPI,1717.31,ATM,Failed
T0023178,A004874,2025-06-02 21:00:00,Deposit,35780.52,Mobile App,Failed
T0023179,A002509,2025-02-26 01:00:00,Transfer,6225.44,ATM,Completed
T0023180,A006027,2025-03-30 18:00:00,Transfer,25739.32,Mobile App,Completed
T0023181,A006225,2025-08-27 08:00:00,Card Payment,4730.79,POS,Completed
T0023182,A003210,2025-05-29 08:00:00,UPI,11913.21,Mobile App,Completed
T0023183,A002849,2025-09-11 15:00:00,Withdrawal,26042.3,Branch,Completed
T0023184,A003640,2025-09-04 06:00:00,ATM Withdrawal,1954.2,POS,Completed
T0023185,A001469,2025-12-12 13:00:00,Transfer,9586.22,POS,Completed
T0023186,A006587,2025-03-26 09:00:00,Card Payment,852.82,ATM,Completed
T0023187,A003331,2025-03-15 16:00:00,UPI,79544.26,Branch,Completed
T0023188,A000831,2025-11-09 00:00:00,UPI,30341.48,Internet Banking,Completed
T0023189,A003448,2025-06-01 05:00:00,UPI,1719.65,Branch,Completed
T0023190,A005332,2025-01-25 05:00:00,Card Payment,5264.62,ATM,Completed
T0023191,A000641,2025-09-15 14:00:00,Deposit,1114.31,ATM,Completed
T0023192,A000705,2025-06-17 20:00:00,UPI,12786.91,POS,Completed
T0023193,A003640,2025-08-01 02:00:00,UPI,41404.37,Internet Banking,Completed
T0023194,A001840,2025-06-08 11:00:00,UPI,3577.66,Branch,Completed
T0023195,A003691,2025-04-19 17:00:00,Transfer,4624.33,POS,Failed
T0023196,A006853,2025-05-08 08:00:00,ATM Withdrawal,2318.7,Internet Banking,Completed
T0023197,A005735,2025-11-18 03:00:00,UPI,23625.43,Internet Banking,Failed
T0023198,A005646,2025-01-29 16:00:00,ATM Withdrawal,14237.03,POS,Failed
T0023199,A000883,2025-12-15 20:00:00,UPI,8661.8,Internet Banking,Completed
T0023200,A006224,2025-08-25 01:00:00,UPI,9100.76,POS,Completed
T0023201,A006390,2025-11-30 07:00:00,Withdrawal,3008.37,Branch,Completed
T0023202,A006559,2025-09-12 19:00:00,Transfer,27446.92,POS,Completed
T0023203,A004548,2025-03-21 17:00:00,Card Payment,4378.77,POS,Completed
T0023204,A004626,2025-07-04 00:00:00,UPI,12186.82,Mobile App,Failed
T0023205,A002379,2025-04-03 02:00:00,Withdrawal,2621.93,Internet Banking,Completed
T0023206,A005835,2025-04-02 21:00:00,Transfer,2712.82,Internet Banking,Completed
T0023207,A002204,2025-09-11 21:00:00,ATM Withdrawal,4721.77,Mobile App,Completed
T0023208,A005803,2025-12-31 17:00:00,Withdrawal,23485.39,POS,Completed
T0023209,A005177,2025-10-25 10:00:00,Transfer,8700.0,ATM,Completed
T0023210,A000238,2025-06-10 03:00:00,Deposit,34109.99,ATM,Failed
T0023211,A001821,2025-06-13 09:00:00,Card Payment,7973.25,Mobile App,Failed
T0023212,A004509,2025-11-23 15:00:00,Withdrawal,495.57,Internet Banking,Completed
T0023213,A005462,2025-12-05 11:00:00,Deposit,5660.88,Branch,Failed
T0023214,A001780,2025-06-10 11:00:00,Withdrawal,13140.6,POS,Completed
T0023215,A000540,2025-08-18 19:00:00,Transfer,2171.09,Branch,Completed
T0023216,A002700,2025-10-22 09:00:00,Withdrawal,686.51,Internet Banking,Failed
T0023217,A004768,2025-01-17 23:00:00,ATM Withdrawal,9907.64,Mobile App,Completed
T0023218,A000313,2025-01-19 20:00:00,Deposit,11526.27,Branch,Completed
T0023219,A005730,2025-05-05 06:00:00,Deposit,3115.5,POS,Failed
T0023220,A004027,2025-05-11 19:00:00,UPI,4179.47,Internet Banking,Completed
T0023221,A004640,2025-09-01 13:00:00,ATM Withdrawal,13884.09,ATM,Failed
T0023222,A000183,2025-12-12 04:00:00,Withdrawal,16473.91,ATM,Failed
T0023223,A001692,2025-11-17 11:00:00,Withdrawal,2232.86,ATM,Failed
T0023224,A004693,2025-05-31 21:00:00,Transfer,2732.43,Internet Banking,Completed
T0023225,A006047,2025-10-07 15:00:00,ATM Withdrawal,5312.47,Internet Banking,Completed
T0023226,A006269,2025-08-30 12:00:00,UPI,5696.22,Internet Banking,Completed
T0023227,A002724,2025-09-11 11:00:00,Deposit,2328.87,POS,Completed
T0023228,A002216,2025-06-09 08:00:00,Deposit,1842.39,Internet Banking,Failed
T0023229,A000245,2025-03-30 21:00:00,Card Payment,2222.1,Branch,Completed
T0023230,A004687,2025-04-22 11:00:00,Deposit,1599.9,POS,Completed
T0023231,A000829,2025-11-27 21:00:00,Withdrawal,7367.59,ATM,Completed
T0023232,A004465,2025-01-22 10:00:00,Deposit,3465.31,ATM,Completed
T0023233,A003367,2025-12-13 21:00:00,Card Payment,1830.66,ATM,Completed
T0023234,A003625,2025-09-15 20:00:00,Withdrawal,5008.9,Branch,Completed
T0023235,A002840,2025-10-26 05:00:00,ATM Withdrawal,5640.12,Branch,Completed
T0023236,A005060,2025-11-13 11:00:00,Card Payment,2597.48,Branch,Failed
T0023237,A004270,2025-02-20 07:00:00,Transfer,2331.1,Branch,Failed
T0023238,A002082,2025-03-19 10:00:00,ATM Withdrawal,56016.71,POS,Completed
T0023239,A001481,2025-01-18 16:00:00,UPI,9057.09,Mobile App,Completed
T0023240,A006772,2025-06-20 02:00:00,Deposit,11542.98,ATM,Completed
T0023241,A004025,2025-10-04 18:00:00,ATM Withdrawal,2316.94,ATM,Completed
T0023242,A001554,2025-07-03 09:00:00,Deposit,1680.58,Branch,Completed
T0023243,A006952,2025-09-13 16:00:00,Transfer,3862.36,Internet Banking,Completed
T0023244,A004176,2025-10-02 22:00:00,ATM Withdrawal,2838.95,Internet Banking,Completed
T0023245,A005174,2025-05-29 05:00:00,Transfer,6773.83,Mobile App,Completed
T0023246,A002004,2025-05-22 04:00:00,Transfer,3438.36,Mobile App,Completed
T0023247,A006644,2025-10-08 21:00:00,Deposit,7258.63,POS,Completed
T0023248,A001780,2025-05-31 23:00:00,Transfer,963.33,ATM,Completed
T0023249,A005736,2025-02-15 23:00:00,UPI,988.24,Mobile App,Failed
T0023250,A005218,2025-10-23 03:00:00,UPI,3303.57,ATM,Completed
T0023251,A002300,2025-03-18 04:00:00,Transfer,1767.84,Mobile App,Completed
T0023252,A005733,2025-09-18 20:00:00,Withdrawal,8041.36,ATM,Failed
T0023253,A006587,2025-10-14 21:00:00,Card Payment,866.93,ATM,Completed
T0023254,A004785,2025-05-12 11:00:00,Transfer,1252.68,POS,Completed
T0023255,A006538,2025-05-12 06:00:00,Deposit,4364.11,ATM,Completed
T0023256,A000598,2025-04-16 20:00:00,Transfer,2808.58,Internet Banking,Failed
T0023257,A002450,2025-05-11 11:00:00,Deposit,1214.46,ATM,Completed
T0023258,A002847,2025-08-13 05:00:00,Withdrawal,14489.27,Internet Banking,Completed
T0023259,A001164,2025-05-18 19:00:00,Withdrawal,7266.91,Branch,Failed
T0023260,A006811,2025-01-25 07:00:00,Transfer,5675.59,Mobile App,Failed
T0023261,A003554,2025-03-01 12:00:00,Transfer,1768.45,ATM,Failed
T0023262,A003572,2025-01-16 00:00:00,Transfer,1085.13,Mobile App,Completed
T0023263,A006806,2025-10-02 13:00:00,Withdrawal,6628.73,POS,Failed
T0023264,A003539,2025-08-03 18:00:00,ATM Withdrawal,1920.47,Internet Banking,Failed
T0023265,A004408,2025-12-22 13:00:00,Card Payment,4928.14,ATM,Completed
T0023266,A000501,2025-09-28 23:00:00,Deposit,10333.42,Internet Banking,Completed
T0023267,A000162,2025-02-28 08:00:00,ATM Withdrawal,4799.13,ATM,Failed
T0023268,A001179,2025-11-28 06:00:00,Transfer,5595.34,Internet Banking,Completed
T0023269,A004928,2025-09-11 13:00:00,Deposit,3751.19,POS,Failed
T0023270,A006583,2025-03-18 11:00:00,ATM Withdrawal,14294.13,POS,Completed
T0023271,A000416,2025-11-26 19:00:00,UPI,875.34,ATM,Completed
T0023272,A004875,2025-10-05 07:00:00,Card Payment,12081.34,Mobile App,Completed
T0023273,A005924,2025-06-21 16:00:00,Transfer,3775.54,Mobile App,Completed
T0023274,A002766,2025-12-06 20:00:00,Deposit,10396.19,Mobile App,Failed
T0023275,A005735,2025-08-30 23:00:00,Deposit,16790.84,ATM,Completed
T0023276,A001879,2025-04-08 01:00:00,Withdrawal,16411.51,Internet Banking,Completed
T0023277,A001350,2025-07-27 18:00:00,ATM Withdrawal,1302.59,Branch,Failed
T0023278,A004510,2025-12-09 17:00:00,Deposit,10108.11,Mobile App,Completed
T0023279,A004288,2025-12-24 06:00:00,Deposit,4913.6,Mobile App,Completed
T0023280,A002446,2025-04-15 14:00:00,Withdrawal,10690.68,Branch,Completed
T0023281,A005830,2025-01-09 04:00:00,Deposit,6977.15,POS,Completed
T0023282,A002168,2025-09-09 10:00:00,Card Payment,15428.09,ATM,Completed
T0023283,A000016,2025-03-10 09:00:00,Transfer,6222.56,Mobile App,Completed
T0023284,A002947,2025-06-14 07:00:00,Withdrawal,1950.6,Mobile App,Failed
T0023285,A002403,2025-11-25 14:00:00,Withdrawal,7774.27,ATM,Completed
T0023286,A002955,2025-06-20 16:00:00,Deposit,5305.31,POS,Completed
T0023287,A001695,2025-07-08 19:00:00,Card Payment,13194.57,POS,Completed
T0023288,A003282,2025-06-05 16:00:00,ATM Withdrawal,4021.44,POS,Completed
T0023289,A002536,2025-10-28 23:00:00,UPI,4932.83,Branch,Completed
T0023290,A006475,2025-02-20 23:00:00,Withdrawal,9911.2,Internet Banking,Failed
T0023291,A004590,2025-04-06 17:00:00,Transfer,2863.74,Internet Banking,Completed
T0023292,A003226,2025-03-17 14:00:00,UPI,16269.67,Branch,Completed
T0023293,A001630,2025-09-04 22:00:00,UPI,10395.94,ATM,Completed
T0023294,A003617,2025-07-25 05:00:00,Transfer,7868.89,POS,Completed
T0023295,A001469,2025-01-18 12:00:00,Card Payment,1001.08,POS,Completed
T0023296,A005244,2025-07-21 21:00:00,Transfer,2512.7,ATM,Completed
T0023297,A005355,2025-06-27 15:00:00,UPI,1115.09,Branch,Failed
T0023298,A004545,2025-07-31 09:00:00,Withdrawal,13613.39,Mobile App,Completed
T0023299,A004213,2025-05-13 02:00:00,Transfer,8353.97,POS,Failed
T0023300,A000560,2025-03-05 21:00:00,UPI,2315.06,POS,Failed
T0023301,A001532,2025-02-08 05:00:00,UPI,11972.72,ATM,Failed
T0023302,A000226,2025-07-05 12:00:00,Deposit,1748.13,POS,Completed
T0023303,A001957,2025-12-12 05:00:00,Deposit,7396.92,Internet Banking,Completed
T0023304,A001966,2025-01-18 05:00:00,Card Payment,9620.25,POS,Completed
T0023305,A001618,2025-07-11 01:00:00,ATM Withdrawal,18492.92,ATM,Completed
T0023306,A004928,2025-04-20 11:00:00,UPI,76513.39,Mobile App,Completed
T0023307,A004468,2025-04-28 11:00:00,UPI,806.55,Mobile App,Completed
T0023308,A006043,2025-03-20 21:00:00,Deposit,1385.54,Branch,Completed
T0023309,A005196,2025-01-13 04:00:00,Withdrawal,8712.93,ATM,Completed
T0023310,A006490,2025-09-09 04:00:00,UPI,1332.88,POS,Completed
T0023311,A000320,2025-10-09 16:00:00,Withdrawal,886.01,Mobile App,Completed
T0023312,A006670,2025-03-21 05:00:00,Transfer,1023.32,Mobile App,Failed
T0023313,A001963,2025-01-08 07:00:00,UPI,5894.2,Internet Banking,Failed
T0023314,A005288,2025-08-31 14:00:00,Withdrawal,22084.83,Mobile App,Completed
T0023315,A002931,2025-10-10 17:00:00,Deposit,12114.6,ATM,Completed
T0023316,A001942,2025-01-03 22:00:00,Card Payment,28609.9,Internet Banking,Completed
T0023317,A004774,2025-06-02 20:00:00,Withdrawal,5192.86,Mobile App,Completed
T0023318,A001774,2025-12-09 10:00:00,Deposit,46134.2,POS,Completed
T0023319,A002934,2025-04-24 09:00:00,Withdrawal,6588.08,POS,Completed
T0023320,A003729,2025-10-14 14:00:00,Transfer,7996.71,ATM,Completed
T0023321,A006468,2025-05-26 06:00:00,Deposit,5974.46,Internet Banking,Completed
T0023322,A002613,2025-04-25 15:00:00,UPI,4500.74,ATM,Completed
T0023323,A004675,2025-03-01 09:00:00,Deposit,6042.94,POS,Completed
T0023324,A003201,2025-03-03 02:00:00,Deposit,2057.27,Mobile App,Failed
T0023325,A002441,2025-05-29 07:00:00,ATM Withdrawal,14220.16,POS,Completed
T0023326,A004178,2025-03-17 04:00:00,Deposit,2468.26,Mobile App,Completed
T0023327,A002771,2025-05-24 07:00:00,Card Payment,2947.9,POS,Completed
T0023328,A003919,2025-06-20 03:00:00,ATM Withdrawal,15182.47,Mobile App,Completed
T0023329,A006774,2025-09-12 09:00:00,Card Payment,40252.61,Branch,Failed
T0023330,A000941,2025-12-12 12:00:00,Transfer,1924.99,Branch,Completed
T0023331,A001322,2025-04-07 07:00:00,Deposit,10113.08,Mobile App,Failed
T0023332,A004918,2025-04-16 23:00:00,Deposit,21204.38,Internet Banking,Completed
T0023333,A004230,2025-02-17 01:00:00,UPI,9866.49,ATM,Failed
T0023334,A000731,2025-11-09 16:00:00,UPI,5272.03,POS,Failed
T0023335,A005775,2025-07-25 15:00:00,Transfer,1045.7,Mobile App,Completed
T0023336,A006212,2025-03-20 05:00:00,Withdrawal,712.59,ATM,Failed
T0023337,A000785,2025-02-20 02:00:00,Withdrawal,7916.22,Internet Banking,Failed
T0023338,A005957,2025-11-30 06:00:00,ATM Withdrawal,3380.84,Mobile App,Completed
T0023339,A000189,2025-04-22 15:00:00,Transfer,4175.02,Branch,Failed
T0023340,A005979,2025-07-24 17:00:00,Deposit,3648.52,Branch,Completed
T0023341,A000133,2025-05-11 02:00:00,Deposit,9249.92,Internet Banking,Completed
T0023342,A002118,2025-11-22 14:00:00,Withdrawal,2744.99,Branch,Failed
T0023343,A004986,2025-03-15 16:00:00,Deposit,12280.98,Branch,Completed
T0023344,A004132,2025-03-01 21:00:00,Withdrawal,3319.39,Internet Banking,Completed
T0023345,A003615,2025-09-07 05:00:00,Card Payment,459.37,ATM,Completed
T0023346,A000555,2025-05-30 18:00:00,ATM Withdrawal,17051.27,POS,Completed
T0023347,A002930,2025-11-30 15:00:00,Card Payment,3034.39,Internet Banking,Completed
T0023348,A002643,2025-07-17 17:00:00,ATM Withdrawal,6084.36,Branch,Completed
T0023349,A002076,2025-08-29 19:00:00,UPI,8402.92,POS,Completed
T0023350,A002072,2025-03-03 12:00:00,Card Payment,8964.97,Mobile App,Completed
T0023351,A003489,2025-07-16 22:00:00,UPI,1821.57,POS,Completed
T0023352,A005038,2025-12-19 19:00:00,UPI,7203.52,ATM,Completed
T0023353,A004889,2025-04-06 17:00:00,ATM Withdrawal,5733.37,Branch,Failed
T0023354,A002480,2025-02-16 20:00:00,Transfer,5050.28,Branch,Completed
T0023355,A005902,2025-09-01 18:00:00,Transfer,1953.73,Branch,Completed
T0023356,A000291,2025-05-08 21:00:00,Card Payment,6065.16,ATM,Completed
T0023357,A005375,2025-08-11 23:00:00,Deposit,5161.59,Branch,Completed
T0023358,A005150,2025-05-29 19:00:00,ATM Withdrawal,1066.0,Mobile App,Completed
